,key,cited,X,author,year,title,journal,dwn_.,Downloaded,Benchmarks_origins,Benchmarks_used,Solution_tech,Version,exact,heuristic,EA,sol_tech
45,"FENG L, 2015, IEEE TRANS EVOL COMPUT","MEI Y, 2011, IEEE TRANS SYST MAN CYBERN PART B-CYBERN;MEI Y, 2011, IEEE TRANS EVOL COMPUT;MEI Y, 2011, IEEE TRANS SYST MAN CYBERN PART B-CYBERN;MEI Y, 2011, IEEE TRANS EVOL COMPUT;MEI Y, 2009, IEEE TRANS SYST MAN CYBERN PART B-CYBERN;MEI Y, 2009, 2009 IEEE CONGRESS ON EVOLUTIONARY COMPUTATION, VOLS 1-5;MEI Y, 2009, IEEE TRANS SYST MAN CYBERN PART B-CYBERN;MEI Y, 2009, 2009 IEEE CONGRESS ON EVOLUTIONARY COMPUTATION, VOLS 1-5;TANG K, 2009, IEEE TRANS EVOL COMPUT","FENG L, 2015, IEEE TRANS EVOL COMPUT",FENG L;ONG YS;LIM MH;TSANG IW,2015,MEMETIC SEARCH WITH INTERDOMAIN LEARNING: A REALIZATION BETWEEN CVRP AND CARP,IEEE TRANSACTIONS ON EVOLUTIONARY COMPUTATION,54,1,egl,egl,EA,,False,False,True,EA
46,"CONSTANTINO M, 2015, EUR J OPER RES","AMAYA A, 2007, OPER RES LETT;BAUTISTA J, 2008, COMPUT OPER RES;BELENGUER JM, 2006, COMPUT OPER RES;BENAVENT E, 2015, TOP;CORBERAN A, 2010, NETWORKS;GOUVEIA L, 2010, COMPUT OPER RES;MOURAO MC, 2009, EUR J OPER RES;MOURAO MC, 2005, EUR J OPER RES;MUYLDERMANS L, 2003, J OPER RES SOC","CONSTANTINO M, 2015, EUR J OPER RES",CONSTANTINO M;GOUVEIA L;MOURAO MC;NUNES AC,2015,THE MIXED CAPACITATED ARC ROUTING PROBLEM WITH NON-OVERLAPPING ROUTES,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,42,1,mval;lpr,mval;lpr,exact,,True,False,False,exact
47,"KRUSHINSKY D, 2015, EUR J OPER RES","BARTOLINI E, 2013, OPER RES;BELENGUER JM, 2003, COMPUT OPER RES;BODE C, 2014, EUR J OPER RES;BODE C, 2012, OPER RES;CORBERAN A, 2010, NETWORKS;LONGO H, 2006, COMPUT OPER RES","KRUSHINSKY D, 2015, EUR J OPER RES",KRUSHINSKY D;VAN WOENSEL T,2015,AN APPROACH TO THE ASYMMETRIC MULTI-DEPOT CAPACITATED ARC ROUTING PROBLEM,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,77,1,val;egl;t;real,val;egl;chic;cord;dach;kyiv;mons;ny;rome;tour;tue;vypas,exact,,True,False,False,exact
48,"MANDAL SK, 2015, J HEURISTICS","BACH L, 2013, COMPUT OPER RES;BOSCO A, 2013, OPTIM LETT;LACOMME P, 2006, COMPUT OPER RES","MANDAL SK, 2015, J HEURISTICS",MANDAL SK;PACCIARELLI D;LOKKETANGEN A;HASLE G,2015,A MEMETIC NSGA-II FOR THE BI-OBJECTIVE MIXED CAPACITATED GENERAL ROUTING PROBLEM,JOURNAL OF HEURISTICS,99,1,CBMix,CBMix,EA,,False,False,True,EA
49,"IRNICH S, 2015, EUR J OPER RES","BACH L, 2013, COMPUT OPER RES;BELENGUER JM, 2006, COMPUT OPER RES;BELENGUER JM, 2003, COMPUT OPER RES;BOSCO A, 2014, NETWORKS;BOSCO A, 2013, OPTIM LETT;BRAYSY O, 2011, EXPERT SYST APPL;GOUVEIA L, 2010, COMPUT OPER RES","IRNICH S, 2015, EUR J OPER RES",IRNICH S;LAGANA D;SCHLEBUSCH C;VOCATURO F,2015,TWO-PHASE BRANCH-AND-CUT FOR THE MIXED CAPACITATED GENERAL ROUTING PROBLEM,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,73,1,gdb;val,mgval;mggdb,exact,,True,False,False,exact
50,"BODE C, 2015, TRANSP SCI","BARTOLINI E, 2013, OPER RES;BARTOLINI E, 2013, MATH PROGRAM;BELENGUER JM, 2003, COMPUT OPER RES;BEULLENS P, 2003, EUR J OPER RES;BODE C, 2012, OPER RES;BRANDAO J, 2008, COMPUT OPER RES;CORBERAN A, 2010, NETWORKS;LETCHFORD AN, 2009, COMPUT OPER RES;LONGO H, 2006, COMPUT OPER RES;MARTINELLI R, 2013, COMPUT OPER RES;POLACEK M, 2008, J HEURISTICS;LACOMME P, 2001, APPLICATIONS OF EVOLUTIONARY COMPUTING, PROCEEDINGS;LACOMME P, 2001, SIMULATION IN INDUSTRY 2001;MARTINELLI R, 2011, EXPERIMENTAL ALGORITHMS;PRINS C, 2014, ARC ROUTING: PROBLEMS, METHODS, AND APPLICATIONS;SANTOS L, 2010, TRANSP RES PT B-METHODOL","BODE C, 2015, TRANSP SCI",BODE C;IRNICH S,2015,IN-DEPTH ANALYSIS OF PRICING PROBLEM RELAXATIONS FOR THE CAPACITATED ARC-ROUTING PROBLEM,TRANSPORTATION SCIENCE,26,1,val;egl;bmcv,val;egl;bmcv,exact,,True,False,False,exact
51,"BENAVENT E, 2015, TOP","ARCHETTI C, 2010, COMPUT OPER RES;BELENGUER JM, 2006, COMPUT OPER RES;GOUVEIA L, 2010, COMPUT OPER RES;ZACHARIADIS EE, 2011, EUR J OPER RES","BENAVENT E, 2015, TOP",BENAVENT E;CORBERAN A;GOUVEIA L;MOURAO MC;PINTO LS,2015,PROFITABLE MIXED CAPACITATED ARC ROUTING AND RELATED PROBLEMS,TOP,20,1,alba;madri;alda;mval;val,alba;madri;alda;pmval,exact,,True,False,False,exact
52,"FOULDS L, 2015, ANN OPER RES","BALDACCI R, 2006, NETWORKS;LONGO H, 2006, COMPUT OPER RES;FU H, 2010, 2010 IEEE CONGRESS ON EVOLUTIONARY COMPUTATION (CEC);MARTINELLI R, 2011, EXPERIMENTAL ALGORITHMS;SANTOS L, 2010, TRANSP RES PT B-METHODOL","FOULDS L, 2015, ANN OPER RES",FOULDS L;LONGO H;MARTINS J,2015,A COMPACT TRANSFORMATION OF ARC ROUTING PROBLEMS INTO NODE ROUTING PROBLEMS,ANNALS OF OPERATIONS RESEARCH,57,1,egl,lpr;val,exact,,True,False,False,exact
53,"RODRIGUES AM, 2015, NETWORKS","AMAYA A, 2007, OPER RES LETT;AMPONSAH SK, 2004, WASTE MANAGE;BAUTISTA J, 2008, COMPUT OPER RES;BELENGUER JM, 2006, COMPUT OPER RES;CHU F, 2005, EUR J OPER RES;CORBERAN A, 2010, NETWORKS;GHIANI G, 2001, NETWORKS;GOUVEIA L, 2010, COMPUT OPER RES;LACOMME P, 2006, COMPUT OPER RES;LACOMME P, 2004, ANN OPER RES;LETCHFORD AN, 2009, COMPUT OPER RES;LONGO H, 2006, COMPUT OPER RES;MOURAO MC, 2009, EUR J OPER RES;MUYLDERMANS L, 2003, J OPER RES SOC;POLACEK M, 2008, J HEURISTICS;FLEURY G, 2004, APPLICATIONS OF EVOLUTIONARY COMPUTING","RODRIGUES AM, 2015, NETWORKS",RODRIGUES AM;FERREIRA JS,2015,WASTE COLLECTION ROUTING-LIMITED MULTIPLE LANDFILLS AND HETEROGENEOUS FLEET,NETWORKS,129,1,gdb;mval;AltoMinho,gdb-lml;mval-lml;AltoMinho,exact,,True,False,False,exact
54,"BERALDI P, 2015, EUR J OPER RES","BELENGUER JM, 2003, COMPUT OPER RES;BOSCO A, 2013, OPTIM LETT;LAPORTE G, 2010, TRANSP SCI","BERALDI P, 2015, EUR J OPER RES",BERALDI P;BRUNI ME;LAGANA D;MUSMANNO R,2015,THE MIXED CAPACITATED GENERAL ROUTING PROBLEM UNDER UNCERTAINTY,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,22,1,gdb,mggdbsd,exact,,True,False,False,exact
55,"RODRIGUES AM, 2015, OPERATIONAL RESEARCH: IO 2013 - XVI CONGRESS OF APDIO","CHU F, 2005, EUR J OPER RES;GHIANI G, 2001, NETWORKS;GOUVEIA L, 2010, COMPUT OPER RES;LACOMME P, 2006, COMPUT OPER RES;LACOMME P, 2004, ANN OPER RES;LETCHFORD AN, 2009, COMPUT OPER RES;LONGO H, 2006, COMPUT OPER RES;MOURAO MC, 2009, EUR J OPER RES;RODRIGUES AM, 2015, NETWORKS;FLEURY G, 2004, APPLICATIONS OF EVOLUTIONARY COMPUTING","RODRIGUES AM, 2015, OPERATIONAL RESEARCH: IO 2013 - XVI CONGRESS OF APDIO",RODRIGUES AM;SOEIRO FERREIRA J,2015,SECTORS AND ROUTES IN SOLID WASTE COLLECTION,OPERATIONAL RESEARCH: IO 2013 - XVI CONGRESS OF APDIO,130,1,real,real,heuristic,,False,True,False,heuristic
56,"ZHANG W, 2015, KNOWLEDGE SCIENCE, ENGINEERING AND MANAGEMENT, KSEM 2015","BRANDAO J, 2008, COMPUT OPER RES;POLACEK M, 2008, J HEURISTICS;LIU M, 2014, TRANSP RES PT C-EMERG TECHNOL;LIU M, 2014, 2014 IEEE CONGRESS ON EVOLUTIONARY COMPUTATION (CEC);LIU M, 2014, 2014 IEEE CONGRESS ON EVOLUTIONARY COMPUTATION (CEC)-a;SANTOS L, 2010, TRANSP RES PT B-METHODOL","ZHANG W, 2015, KNOWLEDGE SCIENCE, ENGINEERING AND MANAGEMENT, KSEM 2015",ZHANG W;XING L;XI T;HE L;LIU J,2015,A PARTITIONING ALGORITHM FOR SOLVING CAPACITATED ARC ROUTING PROBLEM IN WAYS OF RANKING FIRST CUTTING SECOND,"KNOWLEDGE SCIENCE, ENGINEERING AND MANAGEMENT, KSEM 2015",178,1,gdb;val,gdb;val,heuristic,,False,True,False,heuristic
57,"LIU T, 2014, FLEX SERV MANUF J","AMBERG A, 2000, EUR J OPER RES;BEULLENS P, 2003, EUR J OPER RES;BRANDAO J, 2008, COMPUT OPER RES;CORBERAN A, 2010, NETWORKS;HERTZ A, 2000, OPER RES;LACOMME P, 2004, ANN OPER RES;HERTZ A, 2001, TRANSP SCI;LACOMME P, 2001, APPLICATIONS OF EVOLUTIONARY COMPUTING, PROCEEDINGS;LACOMME P, 2001, SIMULATION IN INDUSTRY 2001;MEI Y, 2011, IEEE TRANS SYST MAN CYBERN PART B-CYBERN;MEI Y, 2011, IEEE TRANS EVOL COMPUT;SANTOS L, 2010, TRANSP RES PT B-METHODOL;TANG K, 2009, IEEE TRANS EVOL COMPUT","LIU T, 2014, FLEX SERV MANUF J",LIU T;JIANG Z;GENG N,2014,A GENETIC LOCAL SEARCH ALGORITHM FOR THE MULTI-DEPOT HETEROGENEOUS FLEET CAPACITATED ARC ROUTING PROBLEM,FLEXIBLE SERVICES AND MANUFACTURING JOURNAL,96,1,gdb;val;egl,mdh-gdb;mdh-val;mdh-egl,EA,,False,False,True,EA
58,"BOSCO A, 2014, NETWORKS","BACH L, 2013, COMPUT OPER RES;BELENGUER JM, 2006, COMPUT OPER RES;BOSCO A, 2013, OPTIM LETT;LETCHFORD AN, 2009, COMPUT OPER RES","BOSCO A, 2014, NETWORKS",BOSCO A;LAGANA D;MUSMANNO R;VOCATURO F,2014,A MATHEURISTIC ALGORITHM FOR THE MIXED CAPACITATED GENERAL ROUTING PROBLEM,NETWORKS,28,1,gdb;val;CBMix,CBMix;mggdb;mgval,matheuristic,,False,True,False,heuristic
59,"RIQUELME-RODRIGUEZ JP, 2014, J OPER RES SOC","CHU F, 2005, J INTELL MANUF;CHU F, 2005, EUR J OPER RES;LACOMME P, 2005, EUR J OPER RES;MEI Y, 2011, IEEE TRANS SYST MAN CYBERN PART B-CYBERN;MEI Y, 2011, IEEE TRANS EVOL COMPUT;MONROY IM, 2013, DISCRET APPL MATH","RIQUELME-RODRIGUEZ JP, 2014, J OPER RES SOC",RIQUELME RODRIGUEZ JP;GAMACHE M;LANGEVIN A,2014,PERIODIC CAPACITATED ARC-ROUTING PROBLEM WITH INVENTORY CONSTRAINTS,JOURNAL OF THE OPERATIONAL RESEARCH SOCIETY,126,1,gdb;jpr,gdbj;jpr,exact,,True,False,False,exact
60,"BODE C, 2014, EUR J OPER RES","BARTOLINI E, 2013, OPER RES;BEULLENS P, 2003, EUR J OPER RES;BODE C, 2012, OPER RES;CORBERAN A, 2010, NETWORKS;LETCHFORD AN, 2009, COMPUT OPER RES","BODE C, 2014, EUR J OPER RES",BODE C;IRNICH S,2014,"THE SHORTEST-PATH PROBLEM WITH RESOURCE CONSTRAINTS WITH (K, 2)-LOOP ELIMINATION AND ITS APPLICATION TO THE CAPACITATED ARC-ROUTING PROBLEM",EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,25,1,val;egl;bmcv,val;egl;bmcv,exact,,True,False,False,exact
61,"RIQUELME-RODRIGUEZ JP, 2014, NETWORKS","CHU F, 2005, J INTELL MANUF;CHU F, 2005, EUR J OPER RES;LACOMME P, 2005, EUR J OPER RES;MEI Y, 2011, IEEE TRANS SYST MAN CYBERN PART B-CYBERN;MEI Y, 2011, IEEE TRANS EVOL COMPUT;MONROY IM, 2013, DISCRET APPL MATH","RIQUELME-RODRIGUEZ JP, 2014, NETWORKS",RIQUELME RODRIGUEZ JP;LANGEVIN A;GAMACHE M,2014,ADAPTIVE LARGE NEIGHBORHOOD SEARCH FOR THE PERIODIC CAPACITATED ARC ROUTING PROBLEM WITH INVENTORY CONSTRAINTS,NETWORKS,127,1,gdb;mine,gdbj;mine,adaptive-large-neighbourhood-search,,False,True,False,heuristic
62,"SHANG R, 2014, INF SCI","BEULLENS P, 2003, EUR J OPER RES;BRANDAO J, 2008, COMPUT OPER RES;GREISTORFER P, 2003, COMPUT IND ENG;HERTZ A, 2000, OPER RES;LACOMME P, 2006, COMPUT OPER RES;LACOMME P, 2005, EUR J OPER RES;LACOMME P, 2004, ANN OPER RES;POLACEK M, 2008, J HEURISTICS;HERTZ A, 2001, TRANSP SCI;MEI Y, 2011, IEEE TRANS SYST MAN CYBERN PART B-CYBERN;MEI Y, 2011, IEEE TRANS EVOL COMPUT;MEI Y, 2009, IEEE TRANS SYST MAN CYBERN PART B-CYBERN;MEI Y, 2009, 2009 IEEE CONGRESS ON EVOLUTIONARY COMPUTATION, VOLS 1-5;TANG K, 2009, IEEE TRANS EVOL COMPUT","SHANG R, 2014, INF SCI",SHANG R;WANG Y;WANG J;JIAO L;WANG S;QI L,2014,A MULTI-POPULATION COOPERATIVE COEVOLUTIONARY ALGORITHM FOR MULTI-OBJECTIVE CAPACITATED ARC ROUTING PROBLEM,INFORMATION SCIENCES,134,1,gdb;val;egl;egl-g,gdb;val;egl;egl-g,EA,,False,False,True,EA
63,"LIU G, 2014, CAN J CIV ENG","BRANDAO J, 2008, COMPUT OPER RES;HERTZ A, 2000, OPER RES;LACOMME P, 2006, COMPUT OPER RES;LACOMME P, 2005, EUR J OPER RES;LACOMME P, 2004, ANN OPER RES;HAGHANI A, 2001, TRANSPORTATION NETWORK MODELING 2001: PLANNING AND ADMINIATRATION;SANTOS L, 2010, TRANSP RES PT B-METHODOL;TANG K, 2009, IEEE TRANS EVOL COMPUT","LIU G, 2014, CAN J CIV ENG",LIU G;GE Y;QIU TZ;SOLEYMANI HR,2014,OPTIMIZATION OF SNOW PLOWING COST AND TIME IN AN URBAN ENVIRONMENT: A CASE STUDY FOR THE CITY OF EDMONTON,CANADIAN JOURNAL OF CIVIL ENGINEERING,90,1,real,real,exact,,True,False,False,exact
64,"MEI Y, 2014, IEEE TRANS EVOL COMPUT","AMBERG A, 2000, EUR J OPER RES;BALDACCI R, 2006, NETWORKS;BARTOLINI E, 2013, MATH PROGRAM;BELENGUER JM, 2003, COMPUT OPER RES;BEULLENS P, 2003, EUR J OPER RES;BRANDAO J, 2008, COMPUT OPER RES;CHU F, 2005, EUR J OPER RES;GHIANI G, 2001, NETWORKS;LACOMME P, 2005, EUR J OPER RES;LACOMME P, 2004, ANN OPER RES;LONGO H, 2006, COMPUT OPER RES;MARTINELLI R, 2013, COMPUT OPER RES;POLACEK M, 2008, J HEURISTICS;MEI Y, 2011, IEEE TRANS SYST MAN CYBERN PART B-CYBERN;MEI Y, 2011, IEEE TRANS EVOL COMPUT;MEI Y, 2011, IEEE TRANS SYST MAN CYBERN PART B-CYBERN;MEI Y, 2011, IEEE TRANS EVOL COMPUT;MEI Y, 2009, IEEE TRANS SYST MAN CYBERN PART B-CYBERN;MEI Y, 2009, 2009 IEEE CONGRESS ON EVOLUTIONARY COMPUTATION, VOLS 1-5;MEI Y, 2009, IEEE TRANS SYST MAN CYBERN PART B-CYBERN;MEI Y, 2009, 2009 IEEE CONGRESS ON EVOLUTIONARY COMPUTATION, VOLS 1-5;SANTOS L, 2010, TRANSP RES PT B-METHODOL;TANG K, 2009, IEEE TRANS EVOL COMPUT","MEI Y, 2014, IEEE TRANS EVOL COMPUT",MEI Y;LI X;YAO X,2014,COOPERATIVE COEVOLUTION WITH ROUTE DISTANCE GROUPING FOR LARGE-SCALE CAPACITATED ARC ROUTING PROBLEMS,IEEE TRANSACTIONS ON EVOLUTIONARY COMPUTATION,111,1,egl-g,egl-g,EA,,False,False,True,EA
65,"LIU M, 2014, TRANSP RES PT C-EMERG TECHNOL","AMBERG A, 2000, EUR J OPER RES;AMPONSAH SK, 2004, WASTE MANAGE;BAUTISTA J, 2008, COMPUT OPER RES;BEULLENS P, 2003, EUR J OPER RES;BRANDAO J, 2008, COMPUT OPER RES;CHU F, 2005, EUR J OPER RES;GHIANI G, 2001, NETWORKS;LACOMME P, 2005, EUR J OPER RES;LACOMME P, 2004, ANN OPER RES;MARTINELLI R, 2013, COMPUT OPER RES;MEI Y, 2013, 2013 IEEE CONGRESS ON EVOLUTIONARY COMPUTATION (CEC);MOURAO MC, 2005, EUR J OPER RES;POLACEK M, 2008, J HEURISTICS;SANTOS L, 2009, COMPUT OPER RES;TAGMOUTI M, 2010, COMPUT IND ENG;LAPORTE G, 2010, TRANSP SCI;MARTINELLI R, 2011, EXPERIMENTAL ALGORITHMS;MEI Y, 2009, IEEE TRANS SYST MAN CYBERN PART B-CYBERN;MEI Y, 2009, 2009 IEEE CONGRESS ON EVOLUTIONARY COMPUTATION, VOLS 1-5;PRINS C, 2014, ARC ROUTING: PROBLEMS, METHODS, AND APPLICATIONS;TAGMOUTI M, 2011, TRANSP RES PT C-EMERG TECHNOL;TANG K, 2009, IEEE TRANS EVOL COMPUT","LIU M, 2014, TRANSP RES PT C-EMERG TECHNOL",LIU M;SINGH HK;RAY T,2014,APPLICATION SPECIFIC INSTANCE GENERATOR AND A MEMETIC ALGORITHM FOR CAPACITATED ARC ROUTING PROBLEMS,TRANSPORTATION RESEARCH PART C-EMERGING TECHNOLOGIES,94,1,random,random,EA,,False,False,True,EA
66,"SHANG R, 2014, APPL SOFT COMPUT","AMBERG A, 2000, EUR J OPER RES;BEULLENS P, 2003, EUR J OPER RES;BRANDAO J, 2008, COMPUT OPER RES;CHU F, 2005, EUR J OPER RES;GREISTORFER P, 2003, COMPUT IND ENG;HERTZ A, 2000, OPER RES;LACOMME P, 2006, COMPUT OPER RES;LACOMME P, 2004, ANN OPER RES;USBERTI FL, 2013, COMPUT OPER RES;XU H, 2011, EXPERT SYST APPL;LAPORTE G, 2010, TRANSP SCI;MEI Y, 2009, IEEE TRANS SYST MAN CYBERN PART B-CYBERN;MEI Y, 2009, 2009 IEEE CONGRESS ON EVOLUTIONARY COMPUTATION, VOLS 1-5;MEI Y, 2009, IEEE TRANS SYST MAN CYBERN PART B-CYBERN;MEI Y, 2009, 2009 IEEE CONGRESS ON EVOLUTIONARY COMPUTATION, VOLS 1-5;MEI Y, 2011, IEEE TRANS SYST MAN CYBERN PART B-CYBERN;MEI Y, 2011, IEEE TRANS EVOL COMPUT;XING LN, 2011, IEEE TRANS SYST MAN CYBERN PART B-CYBERN;MEI Y, 2011, IEEE TRANS SYST MAN CYBERN PART B-CYBERN;MEI Y, 2011, IEEE TRANS EVOL COMPUT;TANG K, 2009, IEEE TRANS EVOL COMPUT","SHANG R, 2014, APPL SOFT COMPUT",SHANG R;WANG J;JIAO L;WANG Y,2014,AN IMPROVED DECOMPOSITION-BASED MEMETIC ALGORITHM FOR MULTI-OBJECTIVE CAPACITATED ARC ROUTING PROBLEM,APPLIED SOFT COMPUTING,133,1,gdb;val;egl,gdb;val;egl,EA,,False,False,True,EA
67,"CHEN L, 2014, TRANSP RES PT E-LOGIST TRANSP REV","BRANDAO J, 2008, COMPUT OPER RES;CHRISTIANSEN CH, 2009, OPER RES LETT;CORBERAN A, 2010, NETWORKS;FLEURY G, 2005, J OPER RES SOC;FLEURY G, 2004, APPLICATIONS OF EVOLUTIONARY COMPUTING;LAPORTE G, 2010, TRANSP SCI;TAGMOUTI M, 2011, TRANSP RES PT C-EMERG TECHNOL","CHEN L, 2014, TRANSP RES PT E-LOGIST TRANSP REV",CHEN L;MINH HOANG HA MHH;LANGEVIN A;GENDREAU M,2014,OPTIMIZING ROAD NETWORK DAILY MAINTENANCE OPERATIONS WITH STOCHASTIC SERVICE AND TRAVEL TIMES,TRANSPORTATION RESEARCH PART E-LOGISTICS AND TRANSPORTATION REVIEW,32,1,real,real,exact;adaptive-large-neighbourhood-search,,True,True,False,heuristic
68,"YAZICI A, 2014, IEEE T CYBERN","SIPAHIOGLU A, 2010, ROBOT AUTON SYST;YAZICI A, 2009, 2009 IEEE-RSJ INTERNATIONAL CONFERENCE ON INTELLIGENT ROBOTS AND SYSTEMS;XING LN, 2011, IEEE TRANS SYST MAN CYBERN PART B-CYBERN","YAZICI A, 2014, IEEE T CYBERN",YAZICI A;KIRLIK G;PARLAKTUNA O;SIPAHIOGLU A,2014,A DYNAMIC PATH PLANNING APPROACH FOR MULTIROBOT SENSOR-BASED COVERAGE CONSIDERING ENERGY CONSTRAINTS,IEEE TRANSACTIONS ON CYBERNETICS,175,1,real,real,heuristic,,False,True,False,heuristic
69,"LOPES RB, 2014, COMPUT OPER RES","AMAYA A, 2007, OPER RES LETT;BALDACCI R, 2006, NETWORKS;BELENGUER JM, 2006, COMPUT OPER RES;BEULLENS P, 2003, EUR J OPER RES;LONGO H, 2006, COMPUT OPER RES;POLACEK M, 2008, J HEURISTICS","LOPES RB, 2014, COMPUT OPER RES",LOPES RB;PLASTRIA F;FERREIRA C;SANTOS BS,2014,LOCATION-ARC ROUTING PROBLEM: HEURISTIC APPROACHES AND TEST INSTANCES,COMPUTERS \& OPERATIONS RESEARCH,98,1,gdb;val;egl,larp-gdb;larp-val;larp-egl,VNS;TS;adaptive-large-neighbourhood-search;,,False,True,False,heuristic
70,"LIU M, 2014, 2014 IEEE CONGRESS ON EVOLUTIONARY COMPUTATION (CEC)-a","LACOMME P, 2004, ANN OPER RES;TAGMOUTI M, 2011, TRANSP RES PT C-EMERG TECHNOL;TANG K, 2009, IEEE TRANS EVOL COMPUT","LIU M, 2014, 2014 IEEE CONGRESS ON EVOLUTIONARY COMPUTATION (CEC)-a",LIU M;SINGH HK;RAY T,2014,A MEMETIC ALGORITHM WITH A NEW SPLIT SCHEME FOR SOLVING DYNAMIC CAPACITATED ARC ROUTING PROBLEMS,2014 IEEE CONGRESS ON EVOLUTIONARY COMPUTATION (CEC),93,1,random,random,EA,,False,False,True,EA
71,"MEI Y, 2014, 2014 IEEE CONGRESS ON EVOLUTIONARY COMPUTATION (CEC)","AMBERG A, 2000, EUR J OPER RES;BALDACCI R, 2006, NETWORKS;BARTOLINI E, 2013, MATH PROGRAM;BELENGUER JM, 2003, COMPUT OPER RES;BRANDAO J, 2008, COMPUT OPER RES;CHU F, 2005, EUR J OPER RES;GHIANI G, 2001, NETWORKS;LACOMME P, 2005, EUR J OPER RES;MARTINELLI R, 2013, COMPUT OPER RES;POLACEK M, 2008, J HEURISTICS;MEI Y, 2014, IEEE TRANS EVOL COMPUT;MEI Y, 2014, 2014 IEEE CONGRESS ON EVOLUTIONARY COMPUTATION (CEC);MEI Y, 2011, IEEE TRANS SYST MAN CYBERN PART B-CYBERN;MEI Y, 2011, IEEE TRANS EVOL COMPUT;MEI Y, 2009, IEEE TRANS SYST MAN CYBERN PART B-CYBERN;MEI Y, 2009, 2009 IEEE CONGRESS ON EVOLUTIONARY COMPUTATION, VOLS 1-5;TANG K, 2009, IEEE TRANS EVOL COMPUT","MEI Y, 2014, 2014 IEEE CONGRESS ON EVOLUTIONARY COMPUTATION (CEC)",MEI Y;LI X;YAO X,2014,VARIABLE NEIGHBORHOOD DECOMPOSITION FOR LARGE SCALE CAPACITATED ARC ROUTING PROBLEM,2014 IEEE CONGRESS ON EVOLUTIONARY COMPUTATION (CEC),110,1,egl-g,egl-g,variable-neighbourhood-decomposition,,False,True,False,heuristic
72,"CONSOLI PA, 2014, SIMULATED EVOLUTION AND LEARNING (SEAL 2014)","BEULLENS P, 2003, EUR J OPER RES;TANG K, 2009, IEEE TRANS EVOL COMPUT","CONSOLI PA, 2014, SIMULATED EVOLUTION AND LEARNING (SEAL 2014)",CONSOLI PA;MINKU LL;YAO X,2014,DYNAMIC SELECTION OF EVOLUTIONARY ALGORITHM OPERATORS BASED ON ONLINE LEARNING AND FITNESS LANDSCAPE METRICS,SIMULATED EVOLUTION AND LEARNING (SEAL 2014),40,1,egl;bmcv;egl-g,egl;bmcv;egl-g,EA,,False,False,True,EA
73,"SINGH AP, 2014, 2014 47TH HAWAII INTERNATIONAL CONFERENCE ON SYSTEM SCIENCES (HICSS)","AMPONSAH SK, 2004, WASTE MANAGE","SINGH AP, 2014, 2014 47TH HAWAII INTERNATIONAL CONFERENCE ON SYSTEM SCIENCES (HICSS)",SINGH AP;RUHE G;ABBAS S;AMEREEI H;BANACK S,2014,DECISION SUPPORT FOR CAPACITATED ARC ROUTING FOR PROVIDING MUNICIPAL WASTE AND RECYCLING SERVICES,2014 47TH HAWAII INTERNATIONAL CONFERENCE ON SYSTEM SCIENCES (HICSS),140,1,real,real,heuristic,,False,True,False,heuristic
74,"USBERTI FL, 2013, COMPUT OPER RES","BELENGUER JM, 2006, COMPUT OPER RES;BELENGUER JM, 2003, COMPUT OPER RES;BEULLENS P, 2003, EUR J OPER RES;BRANDAO J, 2008, COMPUT OPER RES;CORBERAN A, 2010, NETWORKS;GOUVEIA L, 2010, COMPUT OPER RES;GREISTORFER P, 2003, COMPUT IND ENG;HERTZ A, 2000, OPER RES;LACOMME P, 2004, ANN OPER RES;LONGO H, 2006, COMPUT OPER RES;POLACEK M, 2008, J HEURISTICS;SANTOS L, 2009, COMPUT OPER RES;USBERTI FL, 2011, COMPUT OPER RES;WOHLK S, 2006, COMPUT OPER RES;HERTZ A, 2001, TRANSP SCI;LABADI N, 2008, ADVANCES IN COMPUTATIONAL INTELLIGENCE IN TRANSPORT, LOGISTICS, AND SUPPLY CHAIN MANAGEMENT;LABADI N, 2008, RECENT ADVANCES IN EVOLUTIONARY COMPUTATION FOR COMBINATORIAL OPTIMIZATION;MANIEZZO V, 2008, RECENT ADVANCES IN EVOLUTIONARY COMPUTATION FOR COMBINATORIAL OPTIMIZATION;SANTOS L, 2010, TRANSP RES PT B-METHODOL","USBERTI FL, 2013, COMPUT OPER RES",USBERTI FL;FRANCA PM;MORELATO FRANCA AL,2013,GRASP WITH EVOLUTIONARY PATH-RELINKING FOR THE CAPACITATED ARC ROUTING PROBLEM,COMPUTERS \& OPERATIONS RESEARCH,154,1,gdb;val;egl,gdb;val;egl,GRASP,,False,True,False,heuristic
