Set,Problem,Initial,Move,Feasibility,size,nImprove,nNeutral,nWorse,nWorseOK,nnFrac
mval_IF_3L,mval9B,U_5R_best,flip,feasible,167,0,0,12,11,1.00
mval_IF_3L,mval9B,U_5R_best,cross,infeasible,167,5,209,6791,374,1.00
mval_IF_3L,mval9B,U_5R_best,cross,feasible,167,0,5,14,4,1.00
mval_IF_3L,mval9B,U_5R_best,exchange,infeasible,167,0,3,12972,115,1.00
mval_IF_3L,mval9B,U_5R_best,exchange,feasible,167,0,6,118,40,1.00
mval_IF_3L,mval9B,PS_5R_best,relocate,infeasible,167,0,34,19858,2,1.00
mval_IF_3L,mval9B,PS_5R_best,relocate,feasible,167,0,61,132,4,1.00
mval_IF_3L,mval9B,PS_5R_best,flip,infeasible,167,0,0,36,0,1.00
mval_IF_3L,mval9B,PS_5R_best,flip,feasible,167,0,2,5,0,1.00
mval_IF_3L,mval9B,PS_5R_best,cross,infeasible,167,4,205,6580,7,1.00
mval_IF_3L,mval9B,PS_5R_best,cross,feasible,167,0,1,0,0,1.00
mval_IF_3L,mval9B,PS_5R_best,exchange,infeasible,167,1,3,12742,0,1.00
mval_IF_3L,mval9B,PS_5R_best,exchange,feasible,167,0,8,29,0,1.00
mval_IF_3L,mval9C,U_5R_best,relocate,infeasible,170,1,42,13598,420,1.00
mval_IF_3L,mval9C,U_5R_best,relocate,feasible,170,0,45,7690,455,1.00
mval_IF_3L,mval9C,U_5R_best,flip,infeasible,170,0,0,7,5,1.00
mval_IF_3L,mval9C,U_5R_best,flip,feasible,170,0,0,35,23,1.00
mval_IF_3L,mval9C,U_5R_best,cross,infeasible,170,4,210,7068,489,1.00
mval_IF_3L,mval9C,U_5R_best,cross,feasible,170,0,17,331,28,1.00
mval_IF_3L,mval9C,U_5R_best,exchange,infeasible,170,0,2,10520,68,1.00
mval_IF_3L,mval9C,U_5R_best,exchange,feasible,170,0,8,3070,104,1.00
mval_IF_3L,mval9C,IM_best,relocate,infeasible,170,0,13,12872,505,1.00
mval_IF_3L,mval9C,IM_best,relocate,feasible,170,0,97,8559,1043,1.00
mval_IF_3L,mval9C,IM_best,flip,infeasible,170,0,0,4,3,1.00
mval_IF_3L,mval9C,IM_best,flip,feasible,170,0,1,37,34,1.00
mval_IF_3L,mval9C,IM_best,cross,infeasible,170,5,185,6575,696,1.00
mval_IF_3L,mval9C,IM_best,cross,feasible,170,0,56,687,160,1.00
mval_IF_3L,mval9C,IM_best,exchange,infeasible,170,0,2,10476,67,1.00
mval_IF_3L,mval9C,IM_best,exchange,feasible,170,0,19,3109,349,1.00
mval_IF_3L,mval9C,PS_5R_best,relocate,infeasible,170,0,42,18566,0,1.00
mval_IF_3L,mval9C,PS_5R_best,relocate,feasible,170,0,72,3025,0,1.00
mval_IF_3L,mval9C,PS_5R_best,flip,infeasible,170,0,0,16,0,1.00
mval_IF_3L,mval9C,PS_5R_best,flip,feasible,170,0,1,25,0,1.00
mval_IF_3L,mval9C,PS_5R_best,cross,infeasible,170,0,204,6957,0,1.00
mval_IF_3L,mval9C,PS_5R_best,cross,feasible,170,0,4,222,0,1.00
mval_IF_3L,mval9C,PS_5R_best,exchange,infeasible,170,0,11,12829,0,1.00
mval_IF_3L,mval9C,PS_5R_best,exchange,feasible,170,0,13,747,0,1.00
mval_IF_3L,mval9D,IM_best,relocate,infeasible,172,1,65,15486,192,1.00
mval_IF_3L,mval9D,IM_best,relocate,feasible,172,0,77,8019,322,1.00
mval_IF_3L,mval9D,IM_best,flip,infeasible,172,0,0,2,0,1.00
mval_IF_3L,mval9D,IM_best,flip,feasible,172,0,1,35,16,1.00
mval_IF_3L,mval9D,IM_best,cross,infeasible,172,6,231,7009,241,1.00
mval_IF_3L,mval9D,IM_best,cross,feasible,172,0,30,484,40,1.00
mval_IF_3L,mval9D,IM_best,exchange,infeasible,172,0,6,10161,23,1.00
mval_IF_3L,mval9D,IM_best,exchange,feasible,172,0,22,3761,96,1.00
mval_IF_3L,mval9D,U_5R_best,relocate,infeasible,172,3,74,22422,708,1.00
mval_IF_3L,mval9D,U_5R_best,relocate,feasible,172,0,91,1055,426,1.00
mval_IF_3L,mval9D,U_5R_best,flip,infeasible,172,0,0,6,3,1.00
mval_IF_3L,mval9D,U_5R_best,flip,feasible,172,0,4,28,19,1.00
mval_IF_3L,mval9D,U_5R_best,cross,infeasible,172,9,260,7338,513,1.00
mval_IF_3L,mval9D,U_5R_best,cross,feasible,172,0,4,25,10,1.00
mval_IF_3L,mval9D,U_5R_best,exchange,infeasible,172,0,7,13479,89,1.00
mval_IF_3L,mval9D,U_5R_best,exchange,feasible,172,0,21,444,125,1.00
mval_IF_3L,mval9D,PS_5R_best,relocate,infeasible,172,4,68,21592,275,1.00
mval_IF_3L,mval9D,PS_5R_best,relocate,feasible,172,0,72,1655,249,1.00
mval_IF_3L,mval9D,PS_5R_best,flip,infeasible,172,0,0,14,6,1.00
mval_IF_3L,mval9D,PS_5R_best,flip,feasible,172,0,1,22,11,1.00
mval_IF_3L,mval9D,PS_5R_best,cross,infeasible,172,5,231,7106,250,1.00
mval_IF_3L,mval9D,PS_5R_best,cross,feasible,172,0,5,44,8,1.00
mval_IF_3L,mval9D,PS_5R_best,exchange,infeasible,172,0,11,12837,46,1.00
mval_IF_3L,mval9D,PS_5R_best,exchange,feasible,172,0,14,588,41,1.00
Lpr_IF,Lpr_IF-a-01,IM_best,relocate,infeasible,55,0,0,0,0,1.00
Lpr_IF,Lpr_IF-a-01,IM_best,relocate,feasible,55,0,30,2672,9,1.00
Lpr_IF,Lpr_IF-a-01,IM_best,cross,infeasible,55,1,66,1159,7,1.00
Lpr_IF,Lpr_IF-a-01,IM_best,cross,feasible,55,0,0,0,0,1.00
Lpr_IF,Lpr_IF-a-01,IM_best,exchange,infeasible,55,0,0,0,0,1.00
Lpr_IF,Lpr_IF-a-01,IM_best,exchange,feasible,55,0,4,1271,2,1.00
Lpr_IF,Lpr_IF-a-01,U_5R_best,relocate,infeasible,55,0,0,0,0,1.00
Lpr_IF,Lpr_IF-a-01,U_5R_best,relocate,feasible,55,0,22,2680,0,1.00
Lpr_IF,Lpr_IF-a-01,U_5R_best,cross,infeasible,55,0,52,1174,0,1.00
Lpr_IF,Lpr_IF-a-01,U_5R_best,cross,feasible,55,0,0,0,0,1.00
Lpr_IF,Lpr_IF-a-01,U_5R_best,exchange,infeasible,55,0,0,0,0,1.00
Lpr_IF,Lpr_IF-a-01,U_5R_best,exchange,feasible,55,0,2,1273,0,1.00
Lpr_IF,Lpr_IF-a-01,PS_5R_best,relocate,infeasible,55,0,3,184,0,1.00
Lpr_IF,Lpr_IF-a-01,PS_5R_best,relocate,feasible,55,0,11,2504,16,1.00
Lpr_IF,Lpr_IF-a-01,PS_5R_best,cross,infeasible,55,1,53,1172,9,1.00
Lpr_IF,Lpr_IF-a-01,PS_5R_best,cross,feasible,55,0,0,0,0,1.00
Lpr_IF,Lpr_IF-a-01,PS_5R_best,exchange,infeasible,55,0,0,66,0,1.00
Lpr_IF,Lpr_IF-a-01,PS_5R_best,exchange,feasible,55,0,1,1208,3,1.00
Lpr_IF,Lpr_IF-a-02,U_5R_best,relocate,infeasible,112,0,3,1691,17,1.00
Lpr_IF,Lpr_IF-a-02,U_5R_best,relocate,feasible,112,0,63,9684,271,1.00
Lpr_IF,Lpr_IF-a-02,U_5R_best,flip,infeasible,112,0,0,0,0,1.00
Lpr_IF,Lpr_IF-a-02,U_5R_best,flip,feasible,112,0,0,5,2,1.00
Lpr_IF,Lpr_IF-a-02,U_5R_best,cross,infeasible,112,4,121,4899,187,1.00
Lpr_IF,Lpr_IF-a-02,U_5R_best,cross,feasible,112,0,0,28,1,1.00
Lpr_IF,Lpr_IF-a-02,U_5R_best,exchange,infeasible,112,0,0,2824,2,1.00
Lpr_IF,Lpr_IF-a-02,U_5R_best,exchange,feasible,112,0,9,2936,38,1.00
Lpr_IF,Lpr_IF-a-02,PS_5R_best,relocate,infeasible,112,3,25,9180,261,1.00
Lpr_IF,Lpr_IF-a-02,PS_5R_best,relocate,feasible,112,0,54,2179,514,1.00
Lpr_IF,Lpr_IF-a-02,PS_5R_best,flip,infeasible,112,0,0,0,0,1.00
Lpr_IF,Lpr_IF-a-02,PS_5R_best,flip,feasible,112,0,1,4,2,1.00
Lpr_IF,Lpr_IF-a-02,PS_5R_best,cross,infeasible,112,4,143,4905,472,1.00
Lpr_IF,Lpr_IF-a-02,PS_5R_best,cross,feasible,112,0,0,0,0,1.00
Lpr_IF,Lpr_IF-a-02,PS_5R_best,exchange,infeasible,112,2,4,5200,36,1.00
Lpr_IF,Lpr_IF-a-02,PS_5R_best,exchange,feasible,112,0,7,556,114,1.00
Lpr_IF,Lpr_IF-a-02,IM_best,relocate,infeasible,112,0,0,457,0,1.00
Lpr_IF,Lpr_IF-a-02,IM_best,relocate,feasible,112,0,53,10931,15,1.00
Lpr_IF,Lpr_IF-a-02,IM_best,flip,infeasible,112,0,0,0,0,1.00
Lpr_IF,Lpr_IF-a-02,IM_best,flip,feasible,112,0,0,5,0,1.00
Lpr_IF,Lpr_IF-a-02,IM_best,cross,infeasible,112,2,112,4869,4,1.00
Lpr_IF,Lpr_IF-a-02,IM_best,cross,feasible,112,0,0,69,0,1.00
Lpr_IF,Lpr_IF-a-02,IM_best,exchange,infeasible,112,0,0,2439,0,1.00
Lpr_IF,Lpr_IF-a-02,IM_best,exchange,feasible,112,0,3,3326,0,1.00
Lpr_IF,Lpr_IF-a-03,PS_5R_best,relocate,infeasible,340,4,57,42358,1107,1.00
Lpr_IF,Lpr_IF-a-03,PS_5R_best,relocate,feasible,340,0,104,61937,2775,1.00
Lpr_IF,Lpr_IF-a-03,PS_5R_best,flip,infeasible,340,0,0,0,0,1.00
Lpr_IF,Lpr_IF-a-03,PS_5R_best,flip,feasible,340,0,0,33,31,1.00
Lpr_IF,Lpr_IF-a-03,PS_5R_best,cross,infeasible,340,27,407,42757,2421,1.00
Lpr_IF,Lpr_IF-a-03,PS_5R_best,cross,feasible,340,0,9,1060,55,1.00
Lpr_IF,Lpr_IF-a-03,PS_5R_best,exchange,infeasible,340,0,1,17465,131,1.00
Lpr_IF,Lpr_IF-a-03,PS_5R_best,exchange,feasible,340,0,14,38732,606,1.00
Lpr_IF,Lpr_IF-a-03,IM_best,relocate,infeasible,340,4,73,45487,6574,1.00
Lpr_IF,Lpr_IF-a-03,IM_best,relocate,feasible,340,0,72,58822,10102,1.00
Lpr_IF,Lpr_IF-a-03,IM_best,flip,infeasible,340,0,0,0,0,1.00
Lpr_IF,Lpr_IF-a-03,IM_best,flip,feasible,340,0,2,31,31,1.00
Lpr_IF,Lpr_IF-a-03,IM_best,cross,infeasible,340,49,435,42629,8449,1.00
Lpr_IF,Lpr_IF-a-03,IM_best,cross,feasible,340,0,16,1131,273,1.00
Lpr_IF,Lpr_IF-a-03,IM_best,exchange,infeasible,340,0,7,19513,1196,1.00
Lpr_IF,Lpr_IF-a-03,IM_best,exchange,feasible,340,0,7,36686,2370,1.00
Lpr_IF,Lpr_IF-a-03,U_5R_best,relocate,infeasible,340,8,72,63594,4394,1.00
Lpr_IF,Lpr_IF-a-03,U_5R_best,relocate,feasible,340,0,138,40648,3787,1.00
Lpr_IF,Lpr_IF-a-03,U_5R_best,flip,infeasible,340,0,0,13,13,1.00
Lpr_IF,Lpr_IF-a-03,U_5R_best,flip,feasible,340,0,1,19,19,1.00
Lpr_IF,Lpr_IF-a-03,U_5R_best,cross,infeasible,340,18,401,43267,4501,1.00
Lpr_IF,Lpr_IF-a-03,U_5R_best,cross,feasible,340,0,1,573,19,1.00
Lpr_IF,Lpr_IF-a-03,U_5R_best,exchange,infeasible,340,0,17,40245,771,1.00
Lpr_IF,Lpr_IF-a-03,U_5R_best,exchange,feasible,340,0,5,15951,662,1.00
Lpr_IF,Lpr_IF-a-04,PS_5R_best,relocate,infeasible,540,14,220,174685,1892,1.00
Lpr_IF,Lpr_IF-a-04,PS_5R_best,relocate,feasible,540,0,216,100886,2695,1.00
Lpr_IF,Lpr_IF-a-04,PS_5R_best,flip,infeasible,540,0,0,0,0,1.00
Lpr_IF,Lpr_IF-a-04,PS_5R_best,flip,feasible,540,0,0,34,33,1.00
Lpr_IF,Lpr_IF-a-04,PS_5R_best,cross,infeasible,540,20,898,118504,2889,1.00
Lpr_IF,Lpr_IF-a-04,PS_5R_best,cross,feasible,540,0,8,1860,72,1.00
Lpr_IF,Lpr_IF-a-04,PS_5R_best,exchange,infeasible,540,1,21,80099,274,1.00
Lpr_IF,Lpr_IF-a-04,PS_5R_best,exchange,feasible,540,0,31,62629,527,1.00
Lpr_IF,Lpr_IF-a-04,IM_best,relocate,infeasible,540,5,123,180629,16797,1.00
Lpr_IF,Lpr_IF-a-04,IM_best,relocate,feasible,540,0,357,95423,22460,1.00
Lpr_IF,Lpr_IF-a-04,IM_best,flip,infeasible,540,0,0,8,8,1.00
Lpr_IF,Lpr_IF-a-04,IM_best,flip,feasible,540,0,2,24,24,1.00
Lpr_IF,Lpr_IF-a-04,IM_best,cross,infeasible,540,119,1157,117601,21061,1.00
Lpr_IF,Lpr_IF-a-04,IM_best,cross,feasible,540,0,31,2383,586,1.00
Lpr_IF,Lpr_IF-a-04,IM_best,exchange,infeasible,540,2,16,96805,2726,1.00
Lpr_IF,Lpr_IF-a-04,IM_best,exchange,feasible,540,0,61,46430,5548,1.00
Lpr_IF,Lpr_IF-a-04,U_5R_best,relocate,infeasible,540,17,161,186416,18652,1.00
Lpr_IF,Lpr_IF-a-04,U_5R_best,relocate,feasible,540,0,222,89185,13568,1.00
Lpr_IF,Lpr_IF-a-04,U_5R_best,flip,infeasible,540,0,0,2,2,1.00
Lpr_IF,Lpr_IF-a-04,U_5R_best,flip,feasible,540,0,1,31,31,1.00
Lpr_IF,Lpr_IF-a-04,U_5R_best,cross,infeasible,540,41,959,117808,17118,1.00
Lpr_IF,Lpr_IF-a-04,U_5R_best,cross,feasible,540,0,12,2963,442,1.00
Lpr_IF,Lpr_IF-a-04,U_5R_best,exchange,infeasible,540,0,6,106424,3082,1.00
Lpr_IF,Lpr_IF-a-04,U_5R_best,exchange,feasible,540,0,20,36863,3116,1.00
Lpr_IF,Lpr_IF-a-05,U_5R_best,relocate,infeasible,867,10,221,395789,12469,1.00
Lpr_IF,Lpr_IF-a-05,U_5R_best,relocate,feasible,867,0,396,315493,22048,1.00
Lpr_IF,Lpr_IF-a-05,U_5R_best,flip,infeasible,867,0,0,0,0,1.00
Lpr_IF,Lpr_IF-a-05,U_5R_best,flip,feasible,867,0,0,58,58,1.00
Lpr_IF,Lpr_IF-a-05,U_5R_best,cross,infeasible,867,84,1564,305917,19258,1.00
Lpr_IF,Lpr_IF-a-05,U_5R_best,cross,feasible,867,0,17,6465,339,1.00
Lpr_IF,Lpr_IF-a-05,U_5R_best,exchange,infeasible,867,1,7,195867,1713,1.00
Lpr_IF,Lpr_IF-a-05,U_5R_best,exchange,feasible,867,0,40,175926,4747,1.00
Lpr_IF,Lpr_IF-a-05,PS_5R_best,relocate,infeasible,867,9,280,517711,4281,1.00
Lpr_IF,Lpr_IF-a-05,PS_5R_best,relocate,feasible,867,0,305,195329,4035,1.00
Lpr_IF,Lpr_IF-a-05,PS_5R_best,flip,infeasible,867,0,0,2,1,1.00
Lpr_IF,Lpr_IF-a-05,PS_5R_best,flip,feasible,867,0,1,55,46,1.00
Lpr_IF,Lpr_IF-a-05,PS_5R_best,cross,infeasible,867,45,1347,307080,5230,1.00
Lpr_IF,Lpr_IF-a-05,PS_5R_best,cross,feasible,867,0,26,3968,98,1.00
Lpr_IF,Lpr_IF-a-05,PS_5R_best,exchange,infeasible,867,0,33,306335,648,1.00
Lpr_IF,Lpr_IF-a-05,PS_5R_best,exchange,feasible,867,0,32,65440,799,1.00
Lpr_IF,Lpr_IF-a-05,IM_best,relocate,infeasible,867,11,261,492084,39344,1.00
Lpr_IF,Lpr_IF-a-05,IM_best,relocate,feasible,867,0,380,220035,33577,1.00
Lpr_IF,Lpr_IF-a-05,IM_best,flip,infeasible,867,0,0,1,1,1.00
Lpr_IF,Lpr_IF-a-05,IM_best,flip,feasible,867,0,1,56,56,1.00
Lpr_IF,Lpr_IF-a-05,IM_best,cross,infeasible,867,170,1592,303467,37792,1.00
Lpr_IF,Lpr_IF-a-05,IM_best,cross,feasible,867,0,72,7955,1447,1.00
Lpr_IF,Lpr_IF-a-05,IM_best,exchange,infeasible,867,1,21,287522,5738,1.00
Lpr_IF,Lpr_IF-a-05,IM_best,exchange,feasible,867,0,53,84246,8372,1.00
Lpr_IF,Lpr_IF-b-01,PS_5R_best,relocate,infeasible,58,0,1,165,0,1.00
Lpr_IF,Lpr_IF-b-01,PS_5R_best,relocate,feasible,58,0,59,2522,0,1.00
Lpr_IF,Lpr_IF-b-01,PS_5R_best,flip,infeasible,58,0,0,0,0,1.00
Lpr_IF,Lpr_IF-b-01,PS_5R_best,flip,feasible,58,0,0,5,0,1.00
Lpr_IF,Lpr_IF-b-01,PS_5R_best,cross,infeasible,58,0,76,1053,0,1.00
Lpr_IF,Lpr_IF-b-01,PS_5R_best,cross,feasible,58,0,0,0,0,1.00
Lpr_IF,Lpr_IF-b-01,PS_5R_best,exchange,infeasible,58,0,0,66,0,1.00
Lpr_IF,Lpr_IF-b-01,PS_5R_best,exchange,feasible,58,0,7,1348,0,1.00
Lpr_IF,Lpr_IF-b-01,IM_best,relocate,infeasible,58,0,3,206,0,1.00
Lpr_IF,Lpr_IF-b-01,IM_best,relocate,feasible,58,0,66,2473,0,1.00
Lpr_IF,Lpr_IF-b-01,IM_best,flip,infeasible,58,0,0,0,0,1.00
Lpr_IF,Lpr_IF-b-01,IM_best,flip,feasible,58,0,0,5,0,1.00
Lpr_IF,Lpr_IF-b-01,IM_best,cross,infeasible,58,0,82,1047,0,1.00
Lpr_IF,Lpr_IF-b-01,IM_best,cross,feasible,58,0,0,0,0,1.00
Lpr_IF,Lpr_IF-b-01,IM_best,exchange,infeasible,58,0,0,27,0,1.00
Lpr_IF,Lpr_IF-b-01,IM_best,exchange,feasible,58,0,14,1380,0,1.00
Lpr_IF,Lpr_IF-b-01,U_5R_best,relocate,infeasible,58,0,0,0,0,1.00
Lpr_IF,Lpr_IF-b-01,U_5R_best,relocate,feasible,58,0,43,2705,83,1.00
Lpr_IF,Lpr_IF-b-01,U_5R_best,flip,infeasible,58,0,0,0,0,1.00
Lpr_IF,Lpr_IF-b-01,U_5R_best,flip,feasible,58,0,0,5,2,1.00
Lpr_IF,Lpr_IF-b-01,U_5R_best,cross,infeasible,58,1,85,1043,42,1.00
Lpr_IF,Lpr_IF-b-01,U_5R_best,cross,feasible,58,0,0,0,0,1.00
Lpr_IF,Lpr_IF-b-01,U_5R_best,exchange,infeasible,58,0,0,0,0,1.00
Lpr_IF,Lpr_IF-b-01,U_5R_best,exchange,feasible,58,0,7,1413,13,1.00
Lpr_IF,Lpr_IF-b-02,IM_best,relocate,infeasible,113,0,12,912,0,1.00
Lpr_IF,Lpr_IF-b-02,IM_best,relocate,feasible,113,0,127,10166,0,1.00
Lpr_IF,Lpr_IF-b-02,IM_best,flip,infeasible,113,0,0,0,0,1.00
Lpr_IF,Lpr_IF-b-02,IM_best,flip,feasible,113,0,1,8,0,1.00
Lpr_IF,Lpr_IF-b-02,IM_best,cross,infeasible,113,0,166,4198,0,1.00
Lpr_IF,Lpr_IF-b-02,IM_best,cross,feasible,113,0,28,461,0,1.00
Lpr_IF,Lpr_IF-b-02,IM_best,exchange,infeasible,113,0,0,140,0,1.00
Lpr_IF,Lpr_IF-b-02,IM_best,exchange,feasible,113,0,23,5706,0,1.00
Lpr_IF,Lpr_IF-b-02,PS_5R_best,relocate,infeasible,113,0,0,0,0,1.00
Lpr_IF,Lpr_IF-b-02,PS_5R_best,relocate,feasible,113,0,129,11197,262,1.00
Lpr_IF,Lpr_IF-b-02,PS_5R_best,flip,infeasible,113,0,0,0,0,1.00
Lpr_IF,Lpr_IF-b-02,PS_5R_best,flip,feasible,113,0,0,9,5,1.00
Lpr_IF,Lpr_IF-b-02,PS_5R_best,cross,infeasible,113,4,190,4211,140,1.00
Lpr_IF,Lpr_IF-b-02,PS_5R_best,cross,feasible,113,0,11,340,13,1.00
Lpr_IF,Lpr_IF-b-02,PS_5R_best,exchange,infeasible,113,0,0,0,0,1.00
Lpr_IF,Lpr_IF-b-02,PS_5R_best,exchange,feasible,113,0,15,5853,37,1.00
Lpr_IF,Lpr_IF-b-02,U_5R_best,relocate,infeasible,113,0,41,2921,52,1.00
Lpr_IF,Lpr_IF-b-02,U_5R_best,relocate,feasible,113,0,84,8172,84,1.00
Lpr_IF,Lpr_IF-b-02,U_5R_best,flip,infeasible,113,0,0,0,0,1.00
Lpr_IF,Lpr_IF-b-02,U_5R_best,flip,feasible,113,0,0,9,3,1.00
Lpr_IF,Lpr_IF-b-02,U_5R_best,cross,infeasible,113,7,199,4532,68,1.00
Lpr_IF,Lpr_IF-b-02,U_5R_best,cross,feasible,113,0,1,114,0,1.00
Lpr_IF,Lpr_IF-b-02,U_5R_best,exchange,infeasible,113,0,8,1581,11,1.00
Lpr_IF,Lpr_IF-b-02,U_5R_best,exchange,feasible,113,0,15,4264,8,1.00
Lpr_IF,Lpr_IF-b-03,U_5R_best,relocate,infeasible,334,0,33,22956,131,1.00
Lpr_IF,Lpr_IF-b-03,U_5R_best,relocate,feasible,334,0,327,79613,1573,1.00
Lpr_IF,Lpr_IF-b-03,U_5R_best,flip,infeasible,334,0,0,0,0,1.00
Lpr_IF,Lpr_IF-b-03,U_5R_best,flip,feasible,334,0,1,25,24,1.00
Lpr_IF,Lpr_IF-b-03,U_5R_best,cross,infeasible,334,8,549,42358,974,1.00
Lpr_IF,Lpr_IF-b-03,U_5R_best,cross,feasible,334,0,8,1635,20,1.00
Lpr_IF,Lpr_IF-b-03,U_5R_best,exchange,infeasible,334,0,2,10767,14,1.00
Lpr_IF,Lpr_IF-b-03,U_5R_best,exchange,feasible,334,0,28,43437,295,1.00
Lpr_IF,Lpr_IF-b-03,PS_5R_best,relocate,infeasible,334,8,138,74592,462,1.00
Lpr_IF,Lpr_IF-b-03,PS_5R_best,relocate,feasible,334,0,276,27916,587,1.00
Lpr_IF,Lpr_IF-b-03,PS_5R_best,flip,infeasible,334,0,0,1,0,1.00
Lpr_IF,Lpr_IF-b-03,PS_5R_best,flip,feasible,334,0,3,22,22,1.00
Lpr_IF,Lpr_IF-b-03,PS_5R_best,cross,infeasible,334,6,524,43674,620,1.00
Lpr_IF,Lpr_IF-b-03,PS_5R_best,cross,feasible,334,0,1,353,3,1.00
Lpr_IF,Lpr_IF-b-03,PS_5R_best,exchange,infeasible,334,1,14,46373,60,1.00
Lpr_IF,Lpr_IF-b-03,PS_5R_best,exchange,feasible,334,0,24,7821,140,1.00
Lpr_IF,Lpr_IF-b-03,IM_best,relocate,infeasible,334,0,71,37313,59,1.00
Lpr_IF,Lpr_IF-b-03,IM_best,relocate,feasible,334,0,299,65248,220,1.00
Lpr_IF,Lpr_IF-b-03,IM_best,flip,infeasible,334,0,0,0,0,1.00
Lpr_IF,Lpr_IF-b-03,IM_best,flip,feasible,334,0,1,25,13,1.00
Lpr_IF,Lpr_IF-b-03,IM_best,cross,infeasible,334,4,523,42521,173,1.00
Lpr_IF,Lpr_IF-b-03,IM_best,cross,feasible,334,0,24,1486,7,1.00
Lpr_IF,Lpr_IF-b-03,IM_best,exchange,infeasible,334,0,8,30045,5,1.00
Lpr_IF,Lpr_IF-b-03,IM_best,exchange,feasible,334,0,59,24119,42,1.00
Lpr_IF,Lpr_IF-b-04,U_5R_best,relocate,infeasible,512,19,273,177523,5526,1.00
Lpr_IF,Lpr_IF-b-04,U_5R_best,relocate,feasible,512,0,414,81856,10870,1.00
Lpr_IF,Lpr_IF-b-04,U_5R_best,flip,infeasible,512,0,0,0,0,1.00
Lpr_IF,Lpr_IF-b-04,U_5R_best,flip,feasible,512,0,1,7,7,1.00
Lpr_IF,Lpr_IF-b-04,U_5R_best,cross,infeasible,512,57,1098,117995,9631,1.00
Lpr_IF,Lpr_IF-b-04,U_5R_best,cross,feasible,512,0,15,2124,145,1.00
Lpr_IF,Lpr_IF-b-04,U_5R_best,exchange,infeasible,512,1,28,89677,665,1.00
Lpr_IF,Lpr_IF-b-04,U_5R_best,exchange,feasible,512,0,65,38994,1936,1.00
Lpr_IF,Lpr_IF-b-04,PS_5R_best,relocate,infeasible,512,1,228,206957,2692,1.00
Lpr_IF,Lpr_IF-b-04,PS_5R_best,relocate,feasible,512,0,377,53536,4104,1.00
Lpr_IF,Lpr_IF-b-04,PS_5R_best,flip,infeasible,512,0,0,0,0,1.00
Lpr_IF,Lpr_IF-b-04,PS_5R_best,flip,feasible,512,0,1,7,7,1.00
Lpr_IF,Lpr_IF-b-04,PS_5R_best,cross,infeasible,512,28,1072,117865,4413,1.00
Lpr_IF,Lpr_IF-b-04,PS_5R_best,cross,feasible,512,0,12,1331,56,1.00
Lpr_IF,Lpr_IF-b-04,PS_5R_best,exchange,infeasible,512,0,21,106199,274,1.00
Lpr_IF,Lpr_IF-b-04,PS_5R_best,exchange,feasible,512,0,59,22487,856,1.00
Lpr_IF,Lpr_IF-b-04,IM_best,relocate,infeasible,512,3,221,150503,4643,1.00
Lpr_IF,Lpr_IF-b-04,IM_best,relocate,feasible,512,0,439,109422,7017,1.00
Lpr_IF,Lpr_IF-b-04,IM_best,flip,infeasible,512,0,0,0,0,1.00
Lpr_IF,Lpr_IF-b-04,IM_best,flip,feasible,512,0,0,8,8,1.00
Lpr_IF,Lpr_IF-b-04,IM_best,cross,infeasible,512,63,1203,117341,7417,1.00
Lpr_IF,Lpr_IF-b-04,IM_best,cross,feasible,512,0,29,1671,141,1.00
Lpr_IF,Lpr_IF-b-04,IM_best,exchange,infeasible,512,0,19,85623,512,1.00
Lpr_IF,Lpr_IF-b-04,IM_best,exchange,feasible,512,0,83,42535,1454,1.00
Lpr_IF,Lpr_IF-b-05,PS_5R_best,relocate,infeasible,841,6,605,579666,3655,1.00
Lpr_IF,Lpr_IF-b-05,PS_5R_best,relocate,feasible,841,1,618,107072,4058,1.00
Lpr_IF,Lpr_IF-b-05,PS_5R_best,flip,infeasible,841,0,0,0,0,1.00
Lpr_IF,Lpr_IF-b-05,PS_5R_best,flip,feasible,841,0,0,37,37,1.00
Lpr_IF,Lpr_IF-b-05,PS_5R_best,cross,infeasible,841,36,1746,303675,4396,1.00
Lpr_IF,Lpr_IF-b-05,PS_5R_best,cross,feasible,841,0,32,3037,69,1.00
Lpr_IF,Lpr_IF-b-05,PS_5R_best,exchange,infeasible,841,1,43,301167,437,1.00
Lpr_IF,Lpr_IF-b-05,PS_5R_best,exchange,feasible,841,0,106,48480,783,1.00
Lpr_IF,Lpr_IF-b-05,IM_best,relocate,infeasible,841,6,408,470684,18418,1.00
Lpr_IF,Lpr_IF-b-05,IM_best,relocate,feasible,841,0,841,217702,21907,1.00
Lpr_IF,Lpr_IF-b-05,IM_best,flip,infeasible,841,0,0,0,0,1.00
Lpr_IF,Lpr_IF-b-05,IM_best,flip,feasible,841,0,1,36,36,1.00
Lpr_IF,Lpr_IF-b-05,IM_best,cross,infeasible,841,79,2061,297604,22189,1.00
Lpr_IF,Lpr_IF-b-05,IM_best,cross,feasible,841,0,97,7118,842,1.00
Lpr_IF,Lpr_IF-b-05,IM_best,exchange,infeasible,841,0,47,270027,1977,1.00
Lpr_IF,Lpr_IF-b-05,IM_best,exchange,feasible,841,0,142,79583,4697,1.00
Lpr_IF,Lpr_IF-b-05,U_5R_best,relocate,infeasible,841,4,215,434069,6224,1.00
